company_name,company_link
Heartland Bank and Trust Company,https://www.hbtbank.com/
First Federal Bank of the Midwest,https://first-fedbanking.com/
Tower Federal Credit Union,https://www.towerfcu.org/
"Sterling Bank and Trust, FSB",https://www.sterlingbank.com/
Hills Bancorporation,https://www.hillsbank.com/
"CrossFirst Bankshares, Inc.",http://www.ibanknet.com/
CrossFirst Bank,https://www.crossfirstbank.com/
Baxter Credit Union,https://www.bcu.org/
Hills Bank and Trust Company,https://www.hillsbank.com/
"Veritex Holdings, Inc.",https://veritexbank.com/
"Nicolet Bankshares, Inc.",https://www.bloomberg.com/
Credit Human Federal Credit Union,http://www.credithuman.com/
Nicolet National Bank,https://www.nicoletbank.com/
Coastal Federal Credit Union,https://www.coastal24.com/
"Atlantic Capital Bancshares, Inc.",https://atlanticcapitalbank.com/
Educational Employees Credit Union,https://www.myeecu.org/
"Atlantic Capital Bank, National Association",https://atlanticcapitalbank.com/
Summit Credit Union,https://www.summitcreditunion.com/
ANB Corporation,http://starlocalmedia.com/
American National Bank of Texas,https://www.anbtx.com/
"Allegiance Bancshares, Inc.",https://allegiancebank.com/
"Capital City Bank Group, Inc.",https://www.ccbg.com/
Access National Corporation,https://www.accessnationalbank.com/
Allegiance Bank,https://allegiancebank.com/
"John Deere Financial, F.S.B.",https://www.bloomberg.com/
Capital City Bank,https://www.ccbg.com/
Access National Bank,https://www.accessnationalbank.com/
Heritage Commerce Corp,http://www.heritagecommercecorp.com/
Nassau Educators Federal Credit Union,https://www.mynefcu.org/
"First Mid-Illinois Bancshares, Inc.",https://www.firstmid.com/
UNIFY Financial Federal Credit Union,https://www.unifyfcu.com/
Heritage Bank of Commerce,https://www.heritagebankofcommerce.bank/
"Enterprise Bancorp, Inc.",https://www.enterprisebanking.com/
Equity Bank,https://online.equitybankgroup.com/
"First Mid Bank & Trust, National Association",https://www.firstmid.com/
Enterprise Bank and Trust Company,https://www.enterprisebanking.com/
Apco Employees Credit Union,https://www.apcocu.org/
Community First Credit Union,https://www.communityfirstcu.org/
"RCB Holding Company, Inc.",http://www.ibanknet.com/
Landrum Company,https://www.landmarkbank.com/
RCB Bank,https://rcbbank.com/
United National Corporation,https://www.bloomberg.com/
General Electric Credit Union,http://www.gecreditunion.org/
Landmark Bank,https://www.landmarkbank.com/
Independent Bank Corporation,https://www.independentbank.com/
First Internet Bancorp,http://www.firstinternetbancorp.com/
Washington State Employees Credit Union,https://wsecu.org/
"Live Oak Bancshares, Inc.",https://www.liveoakbank.com/
First Internet Bank of Indiana,https://www.firstib.com/
Arrow Financial Corporation,https://www.arrowfinancial.com/
CNB Bank,https://www.cnbbank.bank/
CNB Financial Corporation,https://www.cnbbank.bank/
Union Savings Bank,https://www.unionsavings.com/
National Commerce Corporation,https://www.nationalbankofcommerce.com/
Spokane Teachers Credit Union,https://stcu.org/
"Spencer Savings Bank, SLA",https://www.spencersavings.com/
National Bank of Commerce,https://www.nationalbankofcommerce.com/
Navy Army Community Credit Union,https://www.navyarmyccu.com/
BancPlus Corporation,https://www.bankplus.net/
SAFE Credit Union,https://www.safecu.org/
"BSB Bancorp, Inc.",https://www.bloomberg.com/
Belmont Savings Bank,https://www.belmontsavings.com/
BankPlus,https://www.bankplus.net/
HarborOne Mutual Bancshares,https://www.bloomberg.com/
WEX Bank,https://www.wexinc.com/
Fishback Financial Corporation,https://www.bankeasy.com/
"Blue Hills Bancorp, Inc.",http://www.bluehillsbancorp.com/
Municipal Credit Union,http://www.nymcu.org/
Sumitomo Mitsui Trust Bank (U.S.A.) Limited,https://portal.smtbusa.com/
GECU,https://www.gecu.com/
Blue Hills Bank,https://www.bluehillsbank.com/
Live Oak Banking Company,https://www.liveoakbank.com/
Manufacturers Bank,https://www.manufacturersbank.com/
Veritex Community Bank,https://veritexbank.com/
"Sturm Financial Group, Inc.",https://www.anbbank.com/
ANB Bank,https://www.anbbank.com/
HarborOne Bank (MHC),https://www.harborone.com/
"Southern National Bancorp of Virginia, Inc.",https://www.sonabank.com/
"Inwood Bancshares, Inc.",https://www.bloomberg.com/
Sonabank,https://www.sonabank.com/
Inwood National Bank,https://www.inwoodbank.com/
United Federal Credit Union,https://unitedfcu.com/
Catalyst Corporate Federal Credit Union,http://www.catalystcorp.org/
"Southern BancShares (N.C.), Inc.",https://www.southernbank.com/
"HarborOne Bancorp, Inc. (MHC)",https://www.bloomberg.com/
Southern Bank and Trust Company,https://www.southernbank.com/
Canandaigua National Corporation,https://www.cnbank.com/
"South Plains Financial, Inc.",https://www.bloomberg.com/
Keesler Federal Credit Union,https://www.kfcu.org/
CommunityAmerica Credit Union,https://www.communityamerica.com/
Home Savings Bank,https://www.homesavings.com/
University of Wisconsin Credit Union,https://www.uwcu.org/
City Bank,https://online.citi.com/
Principal Bank,https://www.principal.com/
"United Community Bancorp, Inc.",http://www.bankucb.com/
"Inwood Delaware, Inc.",http://www.bloomberg.com/
Langley Federal Credit Union,https://www.langleyfcu.org/
"Parkway Bancorp, Inc.",https://www.parkwaybank.com/
Parkway Bank and Trust Company,https://www.parkwaybank.com/
Apple Federal Credit Union,http://www.applefcu.org/
Central Trust Bank,https://www.centralbank.net/
Amboy Bancorporation,https://amboybank.com/
Technology Credit Union,https://www.techcu.com/
Independent Bankers Financial Corporation,https://www.bloomberg.com/
"TIB The Independent BankersBank, National Association",https://www.mybankersbank.com/
Amboy Bank,https://amboybank.com/
Sandia Laboratory Federal Credit Union,https://www.slfcu.org/
Bank of Marin,https://www.bankofmarin.com/
Bank of Marin Bancorp,https://www.bankofmarin.com/
Exchange Bank,https://www.exchangebank.com/
Premier America Credit Union,https://www.premieramerica.com/
First International Bank & Trust,https://firstintlbank.com/
Longview Delaware Corporation,http://ct.wolterskluwer.com/
Texas Bank and Trust Company,https://www.texasbankandtrust.com/
Canandaigua National Bank and Trust Company,https://www.cnbank.com/
Grow Financial Federal Credit Union,https://www.growfinancial.org/
"Brand Group Holdings, Inc.",https://www.prnewswire.com/
"Dacotah Banks, Inc.",http://www.dacotahbank.com/
Central Bank & Trust Company,https://www.centralbank.com/
Brand Banking Company,https://www.thebrandbank.com/
United Community Financial Corp.,http://www.ucfconline.com/
Dacotah Bank,http://www.dacotahbank.com/
California Coast Credit Union,https://www.calcoastcu.org/
"First Community Bancshares, Inc.",https://www.firstcommunitybank.com/
Bank of Delaware Corporation,https://www.delawareinc.com/
Provident Credit Union,https://www.providentcu.org/
"Watford City Bancshares, Inc.",https://www.bloomberg.com/
Robins Financial Credit Union,https://www.robinsfcu.org/
"PeoplesBancorp, MHC",https://www.bostonfed.org/
"Old Second Bancorp, Inc.",http://www.oldsecond.com/
Old Second National Bank,http://www.oldsecond.com/
First Community Credit Union,https://www.firstcommunity.com/
PeoplesBank,https://bankatpeoples.com/
Longview Financial Corporation,http://www.ibanknet.com/
Stanford Federal Credit Union,https://www.sfcu.org/
"East Asia Holding Company, Inc.",https://www.bloomberg.com/
Genisys Credit Union,https://onlinebanking.genisyscu.org/
Dickinson Financial Corporation II,https://www.bloomberg.com/
Mid-State Bank & Trust,https://www.businesswire.com/
Sierra Bancorp,http://www.sierrabancorp.com/
"Industrial and Commercial Bank of China (USA), National Association",http://www.icbc-us.com/
Bank of the Sierra,https://www.bankofthesierra.com/
First State Community Bank,https://www.fscb.com/
Republic First Bank,https://www.myrepublicbank.com/
Georgia's Own Credit Union,https://www.georgiasown.org/
"Republic First Bancorp, Inc.",https://www.myrepublicbank.com/
National Consumer Cooperative Bank,https://ncb.coop/
Wilson Bank and Trust,https://www.wilsonbank.com/
Wilson Bank Holding Co.,https://www.bloomberg.com/
Citywide Banks,https://www.citywidebanks.com/
Public Service Credit Union,https://www.pscu.org/
Hingham Institution for Savings,https://www.hinghamsavings.com/
NASA Federal Credit Union,http://www.nasafcu.com/
"National Cooperative Bank, N.A.",https://ncb.coop/
Glens Falls National Bank and Trust Company,https://www.gfnational.com/
"West Suburban Bancorp, Inc.",https://www.bloomberg.com/
West Suburban Bank,https://www.westsuburbanbank.com/
Truliant Federal Credit Union,https://www.truliantfcu.org/
Northbrook Bank & Trust Company,http://www.northbrookbank.com/
"Lone Star National Bancshares--Texas, Inc.",https://www.lonestarnationalbank.com/
NCB Financial Corporation,https://www.myncb.com/
University Federal Credit Union,https://www.ufcu.org/
Lone Star National Bank,https://lonestarnationalbank.com/
"Home Bancorp, Inc.",http://home24bank.investorroom.com/
Bank Rhode Island,https://www.bankri.com/
"Home Bank, National Association",https://www.home24bank.com/
Hinsdale Bank & Trust Company,http://www.hinsdalebank.com/
Royal Credit Union,https://www.rcu.org/
"Wells Fargo Trust Company, National Association",https://www.bloomberg.com/
Home Federal Bank of Tennessee,https://www.homefederalbanktn.com/
Ascend Federal Credit Union,https://www.ascendfcu.org/
"El Dorado Savings Bank, F.S.B.",https://www.eldoradosavingsbank.com/
Independence Bank of Kentucky,https://www.1776bank.com/
Peoples Financial Services Corp.,https://finance.yahoo.com/
FAIRWINDS Credit Union,https://www.fairwinds.org/
"Alerus Financial, National Association",https://www.alerus.com/
Farmers National Bank of Canfield,https://farmersbankgroup.com/
Farmers National Banc Corp.,https://www.bloomberg.com/
Chartway Federal Credit Union,https://www.chartway.com/
JSC Federal Credit Union,https://www.jscfcu.org/
Peoples Security Bank and Trust Company,https://www.psbt.com/
"Summit Financial Group, Inc.",http://www.summitfgi.com/
Pawtucket Credit Union,https://www.pcu.org/
Founders Federal Credit Union,https://www.foundersfcu.com/
"Stearns Financial Services, Inc.",https://www.stearnsbank.com/
People's Intermountain Bank,https://pi.bank/
People's Utah Bancorp,http://www.peoplesutah.com/
National Bank of Indianapolis Corporation,http://www.nbofi.com/
"Summit Community Bank, Inc.",https://www.mysummit.com/
National Bank of Indianapolis,http://www.nbofi.com/
"West Bancorporation, Inc.",https://www.westbankstrong.com/
Tompkins Trust Company,https://www.tompkinstrust.com/
Fidelity Financial Corporation,https://www.bloomberg.com/
West Bank,https://www.westbankstrong.com/
"Old Line Bancshares, Inc.",https://www.oldlinebank.com/
American Heritage Federal Credit Union,https://www.amhfcu.org/
Old Line Bank,https://www.oldlinebank.com/
EECU,https://www.eecu.org/
Revere Bank,https://www.reverebank.com/
Atlanta Postal Credit Union,https://apcu.com/
BAC Florida Bank,http://www.bacflorida.com/
"Western New England Bancorp, Inc.",http://www.snl.com/
Citizens First Bank,https://www.citizensfb.com/
Westfield Bank,https://www.westfieldbank.com/
Beacon Bancorp,https://www.bloomberg.com/
"Villages Bancorporation, Inc.",http://www.ibanknet.com/
"Northern Bancorp, Inc.",https://www.nbtc.com/
TruMark Financial Credit Union,https://www.trumarkonline.org/
Northern Bank & Trust Company,https://www.nbtc.com/
Gate City Bank,https://www.gatecitybank.com/
Affinity Plus Federal Credit Union,https://www.affinityplus.org/
Numerica Credit Union,https://www.numericacu.com/
Bristol County Savings Bank,https://www.bristolcountysavings.com/
Hometown Financial Group MHC,http://www.ibanknet.com/
Nusenda Federal Credit Union,https://www.nusenda.org/
River City Bank,https://rivercitybank.com/
"Klein Financial, Inc.",https://www.kleinbank.com/
KleinBank,https://www.kleinbank.com/
Territorial Bancorp Inc.,https://www.territorialsavings.net/
Territorial Savings Bank,https://www.territorialsavings.net/
OneAZ Credit Union,https://www.oneazcu.com/
Penn Community Bank,https://penncommunitybank.com/
Stearns Bank National Association,https://www.stearnsbank.com/
GTE Federal Credit Union,https://www.gtefinancial.org/
Educators Credit Union,https://www.ecu.com/
BankGuam Holding Company,https://www.bankofguam.com/
ORNL Federal Credit Union,https://www.ornlfcu.com/
"Guaranty Bank & Trust, N.A.",https://www.gnty.com/
Bank of Guam,https://www.bankofguam.com/
"Guaranty Bancshares, Inc.",https://www.gnty.com/
"North American Savings Bank, F.S.B.",https://www.nasb.com/
"Barrington Bank & Trust Company, National Association",http://www.barringtonbank.com/
Elevations Credit Union,https://www.elevationscu.com/
Cambridge Bancorp,https://www.cambridgetrust.com/
Cambridge Trust Company,https://www.cambridgetrust.com/
Penn Community Mutual Holdings Inc.,https://penncommunitybank.com/
Merck Employees Federal Credit Union,https://www.merckcu.com/
"BCB Bancorp, Inc.",https://www.bcb.bank/
BCB Community Bank,https://www.bcb.bank/
Needham Bank,https://www.needhambank.com/
"STAR Financial Group, Inc.",https://www.starfinancial.com/
Navigant Credit Union,https://www.navigantcu.org/
"Fidelity BancShares (N.C.), Inc.",https://www.bloomberg.com/
STAR Financial Bank,https://www.starfinancial.com/
Republic Bank of Chicago,https://republicebank.com/
Vantage West Credit Union,https://vantagewest.org/
Republic Bancorp Co.,https://www.bloomberg.com/
Town Bank,https://www.townbank.us/
Penn Community Financial Corporation,https://www.bloomberg.com/
Schools Financial Credit Union,https://www.schools.org/
Local Government Federal Credit Union,https://www.lgfcu.org/
NEB Corporation,https://www.bloomberg.com/
State Department Federal Credit Union,https://www.sdfcu.org/
National Exchange Bank and Trust,https://nebat.com/
USAA Savings Bank,http://www.usaa.com/
Silvergate Bank,https://www.silvergatebank.com/
Macatawa Bank,https://www.macatawabank.com/
"Beal Bank, SSB",http://www.bealbank.com/
"MidSouth Bancorp, Inc.",https://www.midsouthbank.com/
Gesa Credit Union,https://www.gesa.com/
Silvergate Capital Corporation,https://www.prnewswire.com/
Midwest BankCentre,https://www.midwestbankcentre.com/
Central Bank of Boone County,https://www.centralbank.net/
"Midwest BankCentre, Inc.",https://www.midwestbankcentre.com/
Polish & Slavic Federal Credit Union,https://en.psfcu.com/
American Business Bank,https://www.americanbusinessbank.com/
Macatawa Bank Corporation,https://www.macatawabank.com/
Michigan Schools and Government Credit Union,https://www.msgcu.org/
Interaudi Bank,https://interaudibank.com/
Central Bank of St. Louis,https://www.centralbank.net/
Knoxville TVA Employees Credit Union,https://www.tvacreditunion.com/
Eglin Federal Credit Union,https://www.eglinfcu.org/
Indiana Members Credit Union,http://www.imcu.com/
"ESSA Bancorp, Inc.",https://www.essabank.com/
Lake Trust Credit Union,https://www.laketrust.org/
First Mutual Holding Co.,https://firstmutualholding.com/
Woori America Bank,https://www.wooriamericabank.com/
TTCU Federal Credit Union,https://www.ttcu.com/
"Silver Queen Financial Services, Inc.",https://www.krollbondratings.com/
ESSA Bank & Trust,https://www.essabank.com/
Colorado Federal Savings Bank,https://www.coloradofederalbank.com/
American National Bankshares Inc.,https://www.amnb.com/
"MidSouth Bank, National Association",https://www.midsouthbank.com/
"North Shore Bank, FSB",https://www.northshorebank.com/
Banc Ed Corp.,https://www.bloomberg.com/
First Bank & Trust,https://www.firstbank.com/
New Frontier Bancorp,https://www.bloomberg.com/
Central Florida Educators Federal Credit Union,https://mycfe.com/
Maspeth Federal Savings and Loan Association,https://www.maspethfederal.com/
"Waterstone Financial, Inc.",https://globenewswire.com/
American National Bank and Trust Company,https://www.amnb.com/
Bank of Edwardsville,https://www.4thebank.com/
Yakima Federal Savings and Loan Association,https://www.yakimafed.com/
"WaterStone Bank, SSB",https://www.wsbonline.com/
"First, A National Banking Association",https://www.thefirstbank.com/
"Bankwell Financial Group, Inc.",https://www.mybankwell.com/
"First Business Financial Services, Inc.",https://firstbusiness.com/
"Connecticut State Employees Credit Union, Inc.",http://www.csecreditunion.com/
Bankwell Bank,https://www.mybankwell.com/
Manhattan Banking Corporation,https://www.corpretail.com/
First Business Bank,https://firstbusiness.com/
Union County Savings Bank,https://www.depositaccounts.com/
KS StateBank,https://www.ksstate.bank/
"Hamilton State Bancshares, Inc.",https://www.bloomberg.com/
Northwest Financial Corp.,https://www.bank-northwest.com/
Hamilton State Bank,https://www.hamiltonstatebank.com/
Emprise Financial Corporation,https://www.emprisebank.com/
"Southern Missouri Bancorp, Inc.",http://investors.bankwithsouthern.com/
First Federal Savings and Loan Association of Lakewood,https://www.ffl.net/
Emprise Bank,https://www.emprisebank.com/
Southern Bank,https://www.southernbank.com/
First National Bancorp Incorporated,https://www.bloomberg.com/
Isabella Bank,https://www.isabellabank.com/
New Hampshire Mutual Bancorp,https://www.nhmutual.com/
Metropolitan Bank Holding Corp.,http://www.metropolitanbankny.com/
Central Bank of the Midwest,https://www.centralbank.net/
Metropolitan Commercial Bank,http://www.metropolitanbankny.com/
"First National Bancor, Inc.",http://www.ibanknet.com/
Hamilton Bancorp Inc.,http://www.hamiltonbancorp.com/
Bank First National Corporation,https://bankfirstnational.com/
Bank First National,https://bankfirstnational.com/
"First Guaranty Bancshares, Inc.",https://www.fgb.net/
First Bank Corp,https://localfirstbank.com/
"Henderson Citizens Bancshares, Inc.",https://www.bloomberg.com/
Frandsen Financial Corporation,https://www.frandsenbank.com/
"American Bancor, Ltd.",https://www.bloomberg.com/
"Jefferson Bancshares, Inc.",https://www.hometrustbanking.com/
First Guaranty Bank,https://www.fgb.net/
Seaside National Bank & Trust,https://www.seasidebank.com/
Frandsen Bank & Trust,https://www.frandsenbank.com/
Citizens National Bank,https://www.cnbtexas.com/
"Briscoe Ranch, Inc.",https://www.bloomberg.com/
Red River Bank,https://www.redriverbank.net/
"Red River Bancshares, Inc.",https://www.redriverbank.net/
"SmartFinancial, Inc.",http://www.smartfinancialinc.com/
Minnwest Bank,https://www.minnwestbank.com/
Whitaker Bank Corporation of Kentucky,http://www.whitakerbank.com/
Jefferson Bank,https://www.jeffersonbank.com/
"Boiling Springs, MHC",https://www.bssbank.com/
"Codorus Valley Bancorp, Inc.",https://www.peoplesbanknet.com/
First Bank and Trust Company,https://www.firstbank.com/
Chemung Financial Corporation,https://www.chemungcanal.com/
"PeoplesBank, A Codorus Valley Company",https://www.peoplesbanknet.com/
Boiling Springs Savings Bank,https://www.bssbank.com/
Boiling Springs Bancorp,https://www.bssbank.com/
Chemung Canal Trust Company,https://www.chemungcanal.com/
"BT Holdings, Inc.",https://www.bloomberg.com/
VIST Bank,https://www.vistbank.com/
"Austin BanCorp, Inc.",http://www.ibanknet.com/
Connexus Credit Union,https://www.connexuscu.org/
Royal Business Bank,https://www.royalbusinessbankusa.com/
Mascoma Bank,https://www.mascomabank.com/
"BTH Bank, National Association",https://www.bthbank.com/
Metro Credit Union,https://www.metrocu.org/
First National Bank Texas,https://www.1stnb.com/
Farmers Capital Bank Corporation,https://www.farmerscapital.com/
SmartBank,https://www.smartbank.com/
WestStar Bank,https://www.weststarbank.com/
"Austin Bank, Texas National Association",https://www.austinbank.com/
First Farmers Bank & Trust,https://www.ffbt.com/
Empower Federal Credit Union,https://www.empowerfcu.com/
Advia Credit Union,https://www.adviacu.org/
Anheuser-Busch Employees Credit Union,https://www.abecu.org/
Central Valley Community Bank,https://www.cvcb.com/
Central Valley Community Bancorp,https://www.cvcb.com/
"American Eagle Financial Credit Union, Inc.",https://www.americaneagle.org/
"Merchants Bank, National Association",https://www.merchantsbank.com/
"First Citizens Bancshares, Inc.",https://www.firstcitizens.com/
HawaiiUSA Federal Credit Union,https://www.hawaiiusafcu.com/
"Merchants Financial Group, Inc.",https://www.merchantsbank.com/
First Citizens National Bank,https://www.firstcnb.com/
"WestStar Bank Holding Company, Inc.",http://www.ibanknet.com/
AmericanWest Bancorporation,https://www.bloomberg.com/
Mascoma Mutual Financial Services Corporation,https://www.bloomberg.com/
First Premier Bank,http://www.creditcards.org/
RBB Bancorp,https://www.royalbusinessbankusa.com/
South Carolina Federal Credit Union,https://www.scfederal.org/
Charter Financial Corporation,https://www.bloomberg.com/
Campus USA Credit Union,https://www.campuscu.com/
ATBancorp,http://atbancorp.com/
Rockland Federal Credit Union,https://rfcu.com/
CharterBank,https://www.charterbank.bank/
Partners Federal Credit Union,https://partnersfcu.org/
Dow Chemical Employees' Credit Union,https://www.dcecu.org/
Cornerstone Bank,https://cornerstonebank.com/
Workers Credit Union,https://www.wcu.com/
First York Ban Corp.,https://www.bloomberg.com/
Think Mutual Bank,https://www.thinkbank.com/
"Southern First Bancshares, Inc.",https://www.southernfirst.com/
"BankFinancial, National Association",https://www.bankfinancial.com/
Investar Holding Corporation,https://investors.investarbank.com/
Investar Bank,http://www.investarbank.com/
Southern First Bank,https://www.southernfirst.com/
Peoples Bancorp,https://www.peoplesbancorp.com/
Bryant Bank,https://www.bryantbank.com/
"Century Bank, National Association",https://www.centurybank.com/
"Bridgewater Bancshares, Inc.",https://www.bridgewaterbankmn.com/
Bank of Highland Park Financial Corporation,https://www.bloomberg.com/
Gulf Coast Bank and Trust Company,https://gulfbank.com/
"Big Poppy Holdings, Inc.",http://www.ibanknet.com/
Oregon Community Credit Union,https://www.myoccu.org/
Bridgewater Bank,https://www.bridgewaterbankmn.com/
Poppy Bank,https://poppy.bank/
United Bank & Capital Trust Company,https://unitedbankky.com/
Dupaco Community Credit Union,https://www.dupaco.com/
Caltech Employees Federal Credit Union,https://caltechefcu.org/
UniBank for Savings,https://www.unibank.com/
UFS Bancorp,http://www.bloomberg.com/
Lakeside Bank,https://www.lakesidebank.com/
First Dakota Financial Corporation,https://www.firstdakota.com/
First Bank of Highland Park,https://www.firstbankhp.com/
"Lakeside Bancorp, Inc.",http://www.ibanknet.com/
BankFinancial Corporation,https://www.bankfinancial.com/
"CB&S Bank, Inc.",https://www.cbsbank.com/
CBS Banc-Corp.,https://www.bloomberg.com/
Capital Communications Federal Credit Union,https://www.capcomfcu.org/
First Dakota National Bank,https://www.firstdakota.com/
CBX Corporation,http://www.ibanknet.com/
Carrollton Bank,https://www.carrolltonbanking.com/
ACNB Corporation,https://www.acnb.com/
F&A Federal Credit Union,https://www.fafcu.org/
Tampa Bay Banking Company,https://www.bizjournals.com/
Bank of Tampa,https://www.bankoftampa.com/
"MutualFirst Financial, Inc.",https://www.snl.com/
HAPO Community Credit Union,https://www.hapo.org/
MutualBank,https://www.bankwithmutual.com/
Country Bank for Savings,http://www.marcus.com/
First County Bank,https://www.firstcountybank.com/
ACNB Bank,https://www.acnb.com/
Entegra Financial Corp.,https://www.entegrabank.com/
"FineMark Holdings, Inc.",https://www.finemarkbank.com/
Lafayette Ambassador Bank,https://www.lafambank.com/
"SI Financial Group, Inc.",http://www.mysifi.com/
Texans Credit Union,https://www.texanscu.org/
"Reliable Community Bancshares, Inc.",http://www.ibanknet.com/
Entegra Bank,https://www.entegrabank.com/
Banterra Corp.,https://www.banterra.com/
Savings Institute Bank and Trust Company,https://www.savingsinstitute.bank/
Newport News Shipbuilding Employees' Credit Union,https://www.bayportcu.org/
FineMark National Bank & Trust,https://www.finemarkbank.com/
Banterra Bank,https://www.banterra.com/
Advancial Federal Credit Union,https://www.advancial.org/
NuVision Federal Credit Union,https://nuvisionfederal.com/
Orange County's Credit Union,https://www.orangecountyscu.org/
Quad City Bank and Trust Company,https://www.qcbt.bank/
"First Fidelity Bancorp, Inc.",https://www.ffb.com/
"Orrstown Financial Services, Inc.",http://investors.orrstown.com/
First State Bank of Uvalde,http://www.fsbuvalde.com/
First Fidelity Bank,https://www.ffb.com/
Marquette Bank,https://emarquettebank.com/
Orrstown Bank,https://www.orrstown.com/
Wheaton Bank & Trust Company,http://www.wheatonbank.com/
BNH Financial,https://www.banknh.com/
"OceanPoint Financial Partners, MHC",https://www.banknewport.com/
Bank of New Hampshire,https://www.banknh.com/
Westerra Credit Union,https://www.westerracu.com/
"OceanPoint Financial Partners, LLC",https://www.banknewport.com/
Achieva Credit Union,https://www.achievacu.com/
MVB Financial Corp.,http://ir.mvbbanking.com/
Arizona Federal Credit Union,https://www.arizonafederal.org/
Bank of Ann Arbor,https://www.bankofannarbor.com/
SELCO Community Credit Union,https://www.selco.org/
Corporate Central Credit Union,https://www.corpcu.com/
"MVB Bank, Inc.",https://www.mvbbanking.com/
Andrews Federal Credit Union,https://www.andrewsfcu.org/
"Civista Bancshares, Inc.",http://www.civb.com/
Assabet Valley Bancorp,https://www.bloomberg.com/
Fox Communities Credit Union,https://foxcu.org/
Avidia Bank,https://www.avidiabank.com/
Community First Credit Union of Florida,https://www.communityfirstfl.org/
Associated Credit Union,https://acuonline.org/
International Bank of Commerce Oklahoma,https://www.ibc.com/
"Arbor Bancorp, Inc.",https://www.bloomberg.com/
Kern Schools Federal Credit Union,https://ksfcu.org/
C&F Financial Corporation,https://www.cffc.com/
Northrim Bank,https://www.northrim.com/
CoVantage Credit Union,https://www.covantagecu.org/
"Fairfield County Bank, MHC",https://www.fairfieldcountybank.com/
Fairfield County Bank,http://www.fairfieldcountybank.com/
Citizens and Farmers Bank,https://www.cffc.com/
Cascade Financial Corporation,https://www.opusbank.com/
America's First Federal Credit Union,https://www.amfirst.org/
Hawaii State Federal Credit Union,https://www.hawaiistatefcu.com/
Civista Bank,https://www.civista.bank/
"Premier Financial Bancorp, Inc.",https://www.premierbankinc.com/
"Northrim BanCorp, Inc.",https://www.northrim.com/
BankNewport,https://www.banknewport.com/
BancIndependent Incorporated,http://www.ibanknet.com/
"SouthEast Bancorp, Inc.",http://www.ibanknet.com/
SouthEast Bank,https://www.southeastbank.com/
Sharonview Federal Credit Union,https://www.sharonview.org/
Meriwest Credit Union,https://www.meriwest.com/
"AFNB Holdings, Inc.",https://afnb.com/
United Bank of Iowa,https://www.unitedbk.bank/
Bank Independent,https://www.bibank.com/
AmeriCU Credit Union,https://www.americu.org/
"Ironhorse Financial Group, Inc.",https://www.bloomberg.com/
American First National Bank,http://www.fnb.co.za/
Fort Knox Federal Credit Union,http://www.fortknoxfcu.org/
Whatcom Educational Credit Union,https://www.wecu.com/
"Penns Woods Bancorp, Inc.",https://www.pwod.com/
"Credit Union of Colorado, A Federal Credit Union",https://www.cuofco.org/
D.L. Evans Bank,https://www.dlevans.com/
Sound Credit Union,https://www.hscunl.ca/
Austin Telco Federal Credit Union,https://www.atfcu.org/
D.L. Evans Bancorp,https://www.dlevans.com/
Narragansett Financial Corp.,http://www.sandleroneill.com/
EnerBank USA,https://enerbank.com/
First Entertainment Credit Union,https://www.firstent.org/
Evansville Teachers Federal Credit Union,https://etfcu.org/
BayCoast Bank,https://baycoastbank.com/
"Unity Bancorp, Inc.",https://www.unitybank.com/
New Mexico Bank & Trust,https://www.nmb-t.com/
Bank of Castile,https://www.bankofcastile.com/
"Tennessee Commerce Bancorp, Inc.",http://www.nasdaq.com/
Unity Bank,https://www.unitybank.com/
Crews Banking Corporation,https://www.wauchulastatebank.com/
Dedham Institution for Savings,https://www.dedhamsavings.com/
Pacific City Financial Corporation,https://www.paccity.net/
PCSB Bank,https://www.pcsb.com/
PCSB Financial Corporation,https://www.pcsb.com/
Dubuque Bank and Trust Company,https://www.dubuquebank.com/
"Westfield Bancorp, Inc.",https://www.bloomberg.com/
Pacific City Bank,https://www.paccity.net/
Elements Financial Federal Credit Union,https://www.elements.org/
"Post Oak Bancshares, Inc.",https://www.postoakbank.com/
"Hawthorn Bancshares, Inc.",http://www.hawthornbancshares.com/
"Old Plank Trail Community Bank, National Association",http://www.oldplanktrailbank.com/
CCB Financial Corporation,https://www.bloomberg.com/
"Post Oak Bank, N.A.",https://www.postoakbank.com/
Whitefish Credit Union Association,https://www.whitefishcu.com/
Village Bank & Trust,https://www.bankatvillage.com/
Hawthorn Bank,https://www.hawthornbank.com/
"Union State Bancshares, Inc.",http://www.bloomberg.com/
Goldenwest Federal Credit Union,https://www.gwcu.org/
Rogue Credit Union,https://www.roguecu.org/
Country Club Bank,https://www.ccbfinancial.com/
Credit Union Of Texas,https://www.cutx.org/
Tri City Bankshares Corporation,https://www.bloomberg.com/
"Traditional Bancorporation, Inc.",http://www.ibanknet.com/
"Traditional Bank, Inc.",https://www.traditionalbank.com/
"Reliance Bancshares, Inc.",https://www.bloomberg.com/
Tri City National Bank,https://tcnb.com/
Guaranty Corporation,https://www.pbgc.gov/
Reliance Bank,https://reliancebank.bank/
A+ Federal Credit Union,https://aplusfcu.org/
Credit Union of Southern California,https://www.cusocal.org/
"Extraco Banks, National Association",https://www.extracobanks.com/
Extraco Delaware Corporation,https://www.dallasfed.org/
Extraco Corporation,https://www.extracobanks.com/
